DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),Speed#14(21.5m),Dir#14(21.5m),Speed#15(23.0m),Dir#15(23.0m),Speed#16(24.5m),Dir#16(24.5m),Speed#17(26.0m),Dir#17(26.0m),Speed#18(27.5m),Dir#18(27.5m),Speed#19(29.0m),Dir#19(29.0m),Speed#20(30.5m),Dir#20(30.5m),Speed#21(32.0m),Dir#21(32.0m),Speed#22(33.5m),Dir#22(33.5m),Speed#23(35.0m),Dir#23(35.0m),Speed#24(36.5m),Dir#24(36.5m)
3/2/2006 18:00,13.8,233,4.5,-2.9,37.57,26.19,0,0,0.093,63.98,0.119,21.18,0.131,346.28,0.107,340.89,0.191,336.53,0.205,340.59,0.255,334.94,0.19,331.41,0.23,329.42,0.248,331.37,0.249,329.12,0.225,317.52,0.219,317.95,0.215,322.17,0.216,326.9,0.189,318.64,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.511,300.83,-99,-99,-99,-99
3/2/2006 18:30,13.8,232.9,4.5,-2.9,37.573,26.2,0,0,0.109,62.02,0.041,344.25,0.116,353.55,0.144,0,0.146,353.7,0.181,351.74,0.171,351.92,0.208,345.83,0.192,340.25,0.195,338.96,0.201,342.37,0.218,346.99,0.203,335.21,0.191,330.22,0.264,327.21,0.219,322.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.584,295.03,-99,-99,-99,-99
3/2/2006 19:00,13.8,232.8,4.5,-2.9,37.588,26.18,0,0,0.076,335.81,0.113,3.04,0.184,8.44,0.176,5.55,0.181,348.88,0.258,349.04,0.192,343.07,0.183,336.1,0.189,333.98,0.188,339.44,0.167,339.72,0.18,340.56,0.172,347.25,0.19,340.33,0.177,336.33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.603,292.31,-99,-99,-99,-99
3/2/2006 19:30,13.8,232.8,4.5,-2.9,37.597,26.19,0,0,0.045,36.87,0.12,352.34,0.095,349.64,0.135,329.83,0.138,340.51,0.19,344.14,0.177,340.85,0.154,333.43,0.256,337.24,0.2,334.2,0.191,328.47,0.248,336.23,0.153,333.27,0.136,331.36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.474,300.57,-99,-99,-99,-99
3/2/2006 20:00,13.8,232.9,4.5,-2.9,37.613,26.17,0,0,0.054,70.56,0.088,344.23,0.127,339.71,0.119,357.11,0.148,349.9,0.189,343.39,0.188,337.12,0.173,329.43,0.189,337.24,0.21,333.43,0.182,332.59,0.157,343.75,0.183,349,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.458,295.33,-99,-99,-99,-99
3/2/2006 20:30,13.8,232.8,4.5,-2.9,37.63,26.19,0,0,0.124,1.85,0.067,334.2,0.134,325.36,0.164,347.32,0.163,351.87,0.148,332.74,0.093,325.11,0.119,334.72,0.152,340.37,0.103,333.43,0.127,340.29,0.134,346.59,0.15,349.66,0.111,332.74,0.124,353.05,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.469,293.39,-99,-99,-99,-99
3/2/2006 21:00,13.8,232.8,4.5,-2.9,37.647,26.21,0,0,0.024,4.76,0.047,334.54,0.1,317.03,0.073,302.17,0.067,328.45,0.045,281.56,0.069,316.17,0.095,330.48,0.101,325.52,0.089,332.57,0.132,337.31,0.082,313.03,0.097,321.25,0.058,351.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.515,285.55,-99,-99,-99,-99
3/2/2006 21:30,13.8,232.8,4.5,-2.9,37.662,26.21,0,0,0.064,320.08,0.132,297.92,0.133,307.65,0.139,293.79,0.13,312.18,0.131,300.66,0.119,305.43,0.086,302.22,0.112,293.6,0.122,292.58,0.103,297.81,0.107,299.68,0.136,315.6,0.135,308.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.299,276.72,-99,-99,-99,-99
3/2/2006 22:00,13.7,232.7,4.5,-2.9,37.666,26.21,0,0,0.052,223.45,0.034,268.32,0.066,270,0.051,270,0.05,244.98,0.098,281.2,0.084,270.68,0.083,287.56,0.078,290.3,0.109,297.27,0.139,290.27,0.109,296.1,0.076,262.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.385,280.78,-99,-99,-99,-99
3/2/2006 22:30,13.7,232.9,4.5,-2.9,37.666,26.21,0,0,0.1,155.75,0.094,192.86,0.131,202.45,0.131,210.89,0.085,221.19,0.084,233.67,0.045,230.36,0.04,274.29,0.059,275.81,0.109,256.73,0.098,247.11,0.109,255.07,0.094,265.14,0.069,229.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.506,280.47,-99,-99,-99,-99
3/2/2006 23:00,13.7,232.8,4.5,-2.9,37.676,26.21,0,0,0.079,212.08,0.134,233.82,0.068,232.13,0.119,238.46,0.116,247.19,0.12,251.57,0.162,248.66,0.132,251.43,0.13,265.6,0.146,245.36,0.151,251.09,0.139,246.75,0.137,260.33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.423,278.28,-99,-99,-99,-99
3/2/2006 23:30,13.7,232.8,4.5,-2.8,37.678,26.21,0,0,0.127,225.32,0.134,245.73,0.124,231.2,0.095,254.05,0.107,235.71,0.093,243.98,0.132,258.18,0.118,241.7,0.117,235.77,0.15,246.5,0.184,259.97,0.175,248.56,0.149,261.11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.478,278.66,-99,-99,-99,-99
3/3/2006 0:00,13.7,232.8,4.5,-2.8,37.673,26.21,0,0,0.102,240.67,0.179,246.3,0.144,253.84,0.127,239.81,0.181,251.67,0.157,245.07,0.16,251,0.168,257.29,0.187,246.72,0.159,260.95,0.175,268.04,0.152,252.04,0.173,255.64,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.585,272.94,-99,-99,-99,-99
3/3/2006 0:30,13.7,232.8,4.5,-2.8,37.663,26.21,0,0,0.088,250.74,0.172,249.25,0.137,231.8,0.152,229.81,0.176,238.92,0.187,231.72,0.159,248.94,0.182,244.56,0.168,241.61,0.16,239.1,0.137,259.92,0.161,250.78,0.188,240.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.41,278.57,-99,-99,-99,-99
3/3/2006 1:00,13.7,232.8,4.5,-2.8,37.655,26.22,0,0,0.088,227.29,0.121,251.27,0.148,248.99,0.178,242.14,0.18,253.57,0.161,262.12,0.171,249.44,0.205,238.94,0.202,241.03,0.214,237.2,0.182,233.51,0.176,235.68,0.214,223.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.335,260.37,-99,-99,-99,-99
3/3/2006 1:30,13.7,232.8,4.4,-2.8,37.649,26.22,0,0,0.135,235.84,0.185,235.79,0.178,235.51,0.156,221.36,0.195,225.83,0.187,229.33,0.249,220.6,0.202,217.55,0.2,220.54,0.215,230.84,0.217,227.8,0.208,222.27,0.181,225.45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.446,269.1,-99,-99,-99,-99
3/3/2006 2:00,13.7,232.8,4.4,-2.8,37.643,26.22,0,0,0.153,219.95,0.184,234.06,0.219,227.41,0.204,219.63,0.186,224.35,0.182,229.47,0.157,232.77,0.134,235.01,0.164,231.67,0.194,234.02,0.187,226.74,0.165,232.37,0.175,226.85,0.186,235.29,0.215,247.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.419,264.11,-99,-99,-99,-99
3/3/2006 2:30,13.7,232.8,4.5,-2.8,37.634,26.22,0,0,0.101,240.89,0.15,254.95,0.197,253.5,0.152,260.91,0.194,247.92,0.181,242.02,0.194,240,0.18,241.16,0.198,246.8,0.184,237.86,0.174,241.07,0.185,255.59,0.212,248.75,0.201,246.24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.461,271.74,-99,-99,-99,-99
