DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),Speed#26(26.5m),Dir#26(26.5m),Speed#27(27.5m),Dir#27(27.5m),Speed#28(28.5m),Dir#28(28.5m),Speed#29(29.5m),Dir#29(29.5m),Speed#30(30.5m),Dir#30(30.5m),Speed#31(31.5m),Dir#31(31.5m),Speed#32(32.5m),Dir#32(32.5m),Speed#33(33.5m),Dir#33(33.5m),Speed#34(34.5m),Dir#34(34.5m),Speed#35(35.5m),Dir#35(35.5m),
8/4/2010 13:00:00, 11.9,333.6,-29.9, 24.4,  0.000, 26.05,  0.0,  0.0,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 14:00:00, 11.9,110.6, -0.4, -0.3, 28.877, 28.79,  0.0,  0.0,  0.454, 358.36,  0.236, 341.95,  0.276, 359.58,  0.322, 358.75,  0.363,  12.24,  0.379,  16.57,  0.332,  17.18,  0.362,  11.47,  0.408,  19.63,  0.317,  26.40,  0.379,  27.65,  0.337,  18.86,  0.405,  18.88,  0.314,  21.90,  0.347,  16.40,  0.387,  14.22,  0.390,  20.11,  0.345,  21.96,  0.356,  21.95,  0.427,   7.67,  0.427,  15.21,  0.345,  17.54,  0.379,  12.02,  0.309,  19.26,  0.159, 340.54,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 15:00:00, 11.9,111.1, -0.5, -0.4, 28.921, 29.05,  0.0,  0.0,  0.276, 357.30,  0.217, 344.74,  0.223,   3.34,  0.222,   7.00,  0.294,   1.17,  0.232,  18.36,  0.338,  22.08,  0.359,  26.14,  0.343,  10.59,  0.363,  20.48,  0.332,  15.71,  0.361,  17.58,  0.404,  12.59,  0.341,  23.71,  0.327,  32.77,  0.288,  27.10,  0.374,  20.04,  0.364,  21.77,  0.360,  21.36,  0.420,  25.10,  0.407,  19.68,  0.378,  12.38,  0.498,   9.48,  0.448,   9.13,  0.211, 352.64,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 16:00:00, 11.9,110.9, -0.5, -0.3, 28.974, 29.28,  0.0,  0.0,  0.208, 338.86,  0.173, 352.01,  0.183, 342.85,  0.229, 333.21,  0.177,  11.06,  0.254,  19.08,  0.213,  24.15,  0.282,  16.06,  0.283,  10.40,  0.237,  11.93,  0.210,  19.21,  0.253,  18.22,  0.253,  17.50,  0.287,  12.29,  0.270,   7.02,  0.258,  24.28,  0.322,  32.31,  0.275,  28.71,  0.292,  20.23,  0.239,  21.09,  0.282,  22.29,  0.300,  17.83,  0.284,  23.04,  0.366,  22.85,  0.140,  21.80,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 17:00:00, 11.9,110.9, -0.4, -0.3, 29.040, 29.12,  0.0,  0.0,  0.135, 318.01,  0.139, 340.65,  0.069, 310.87,  0.051, 341.57,  0.097, 348.11,  0.071,  29.45,  0.057,  16.22,  0.065,  80.25,  0.119,  48.41,  0.068,  32.99,  0.129,  29.14,  0.205,  31.20,  0.084,  53.27,  0.139,  53.79,  0.140,  48.78,  0.159,  53.42,  0.144,  47.25,  0.131,  52.78,  0.158,  19.24,  0.173,  32.04,  0.165,  49.17,  0.205,  50.95,  0.274,  56.02,  0.205,  42.03,  0.142,  74.89,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 18:00:00, 11.9,111.1, -0.6, -0.4, 29.096, 29.12,  0.0,  0.0,  0.185, 318.73,  0.076, 259.43,  0.083, 236.31,  0.040, 246.61,  0.146, 201.29,  0.087, 194.68,  0.068, 194.44,  0.056, 236.59,  0.091, 160.18,  0.057, 173.00,  0.093, 140.67,  0.112, 105.52,  0.090, 120.85,  0.031, 123.18,  0.064,  86.42,  0.066, 111.16,  0.100, 106.26,  0.085, 106.31,  0.118, 110.90,  0.127,  94.95,  0.119,  80.30,  0.167,  98.28,  0.111,  74.34,  0.108,  80.36,  0.128, 123.19,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 19:00:00, 11.9,111.2, -0.5, -0.4, 29.156, 28.44,  0.0,  0.0,  0.301, 227.83,  0.275, 199.36,  0.256, 178.43,  0.311, 190.01,  0.296, 197.70,  0.244, 178.59,  0.257, 206.07,  0.165, 218.12,  0.137, 222.05,  0.130, 184.40,  0.152, 159.53,  0.212, 158.65,  0.229, 166.09,  0.184, 146.05,  0.184, 149.68,  0.175, 155.04,  0.129, 135.63,  0.127, 184.50,  0.110, 135.37,  0.137, 165.15,  0.136, 158.51,  0.120, 134.33,  0.182, 145.09,  0.130, 145.70,  0.157, 177.81,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 20:00:00, 11.9,110.8, -0.4, -0.4, 29.190, 27.82,  0.0,  0.0,  0.157, 198.55,  0.290, 198.06,  0.276, 198.57,  0.353, 200.39,  0.391, 197.55,  0.394, 195.17,  0.430, 186.00,  0.465, 200.27,  0.432, 194.62,  0.387, 190.58,  0.353, 200.54,  0.290, 200.56,  0.276, 200.80,  0.231, 186.20,  0.248, 168.15,  0.272, 155.70,  0.275, 165.46,  0.236, 166.02,  0.252, 169.72,  0.269, 169.52,  0.260, 164.84,  0.280, 170.97,  0.303, 171.66,  0.280, 172.19,  0.287, 173.59,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 21:00:00, 11.9,110.9, -0.4, -0.3, 29.184, 27.75,  0.0,  0.0,  0.229, 177.75,  0.309, 182.59,  0.258, 177.12,  0.320, 180.36,  0.378, 182.88,  0.424, 191.02,  0.494, 190.74,  0.452, 193.70,  0.390, 204.72,  0.454, 212.85,  0.421, 208.39,  0.477, 208.02,  0.488, 206.67,  0.386, 200.78,  0.458, 188.93,  0.442, 187.14,  0.417, 179.31,  0.416, 180.69,  0.411, 190.24,  0.413, 183.06,  0.395, 170.54,  0.373, 178.46,  0.399, 174.25,  0.349, 180.00,  0.349, 180.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
8/4/2010 22:00:00, 11.9,110.9, -0.4, -0.4, 29.172, 27.77,  0.0,  0.0,  0.214, 204.89,  0.245, 177.43,  0.310, 173.70,  0.320, 190.08,  0.341, 170.73,  0.376, 175.58,  0.426, 180.67,  0.466, 182.09,  0.539, 198.06,  0.532, 210.13,  0.437, 193.24,  0.515, 207.76,  0.500, 197.82,  0.414, 205.95,  0.442, 195.36,  0.441, 189.40,  0.462, 197.38,  0.461, 191.26,  0.416, 183.17,  0.442, 178.19,  0.466, 184.55,  0.504, 186.84,  0.466, 180.49,  0.442, 175.72,  0.397, 180.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
