DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),Speed#26(26.5m),Dir#26(26.5m),Speed#27(27.5m),Dir#27(27.5m),Speed#28(28.5m),Dir#28(28.5m),Speed#29(29.5m),Dir#29(29.5m),Speed#30(30.5m),Dir#30(30.5m),Speed#31(31.5m),Dir#31(31.5m),Speed#32(32.5m),Dir#32(32.5m),Speed#33(33.5m),Dir#33(33.5m),Speed#34(34.5m),Dir#34(34.5m),Speed#35(35.5m),Dir#35(35.5m),
2/18/2011 18:00:00, 11.8,103.0, 32.5, 32.0,  0.025, 24.90,  0.0,  0.0,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/18/2011 19:00:00, 11.8,211.3, -3.6, -1.4, 29.282, 26.29,  0.0,  0.0,  0.518, 292.60,  0.180,  24.58,  0.235, 358.05,  0.206,  12.89,  0.289, 356.42,  0.241,  10.75,  0.267,   1.72,  0.217, 353.10,  0.239,   6.98,  0.190,   1.81,  0.202, 359.15,  0.246,   3.26,  0.257,   3.80,  0.240,   3.58,  0.242, 358.11,  0.222, 357.68,  0.260,   8.19,  0.262,   1.31,  0.213, 356.51,  0.194, 354.38,  0.218,   1.84,  0.246,   4.67,  0.212, 354.59,  0.213, 344.79,  0.225, 319.15,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/18/2011 20:00:00, 11.8,211.1, -3.9, -1.4, 29.233, 26.35,  0.0,  0.0,  0.374, 356.62,  0.345,  17.54,  0.380,  13.56,  0.399,   8.21,  0.416,   1.65,  0.443,  10.93,  0.408,   9.02,  0.499,  10.05,  0.508,  13.90,  0.517,   4.21,  0.542,   5.93,  0.519,   4.20,  0.555,   8.19,  0.560,  12.05,  0.594,  10.08,  0.612,   6.47,  0.593,   8.24,  0.561,   9.85,  0.534,   8.93,  0.561,   5.73,  0.573,   2.60,  0.586,   6.96,  0.581,   3.85,  0.555,   2.58,  0.411, 346.20,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/18/2011 21:00:00, 11.8,211.2, -3.9, -1.4, 29.262, 26.41,  0.0,  0.0,  0.419, 358.36,  0.370, 355.35,  0.409,   0.98,  0.484,   2.60,  0.544,   1.79,  0.538,   1.92,  0.487,   1.88,  0.512,   8.30,  0.539,   4.47,  0.532,   5.17,  0.582,  15.66,  0.630,  11.54,  0.610,  11.16,  0.605,  15.35,  0.607,  15.39,  0.618,  13.38,  0.655,   7.36,  0.683,  11.84,  0.717,   7.05,  0.733,   9.03,  0.710,   9.41,  0.683,   6.73,  0.712,  11.59,  0.629,   2.92,  0.631, 353.54,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/18/2011 22:00:00, 11.8,211.2, -3.8, -1.4, 29.361, 26.43,  0.0,  0.0,  0.415,  10.12,  0.492, 357.44,  0.487, 355.88,  0.456, 357.11,  0.444, 356.00,  0.483, 357.87,  0.495,   1.62,  0.476, 359.28,  0.491,   7.26,  0.507,   4.29,  0.507,  10.91,  0.552,   9.91,  0.540,   3.82,  0.563, 359.69,  0.600,   0.10,  0.565,   5.08,  0.529,   6.29,  0.545,   1.26,  0.575,   1.10,  0.598, 354.53,  0.580,   0.59,  0.549,   0.83,  0.586,   2.64,  0.628,   1.19,  0.508, 351.97,  0.318, 329.96,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/18/2011 23:00:00, 11.8,211.2, -3.7, -1.4, 29.412, 26.43,  0.0,  0.0,  0.337, 321.26,  0.248,  10.45,  0.198,   3.47,  0.269, 357.23,  0.246, 348.74,  0.264, 356.08,  0.291,   6.91,  0.309,   3.15,  0.345, 359.67,  0.331,   8.69,  0.295,   8.38,  0.296,   2.90,  0.333,   5.33,  0.348,   2.14,  0.351,  10.35,  0.362,   2.69,  0.362,   8.11,  0.369,   6.86,  0.374,  11.10,  0.351,  13.32,  0.336,   9.94,  0.358,   7.86,  0.372,   5.56,  0.368,   6.87,  0.279, 359.38,  0.257, 319.42,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/19/2011 00:00:00, 11.8,211.2, -3.8, -1.4, 29.469, 26.42,  0.0,  0.0,  0.187,  68.37,  0.042,  59.74,  0.044,  31.18,  0.041, 354.43,  0.056, 354.90,  0.054,   9.64,  0.102,  28.57,  0.112,  26.57,  0.125,  24.10,  0.114,  27.01,  0.126,  16.13,  0.137,  10.08,  0.128,   4.91,  0.065,   7.02,  0.082,  38.55,  0.089,  23.96,  0.103,  25.32,  0.107,   0.00,  0.151,  22.15,  0.167,  23.96,  0.154,  45.00,  0.160,  51.84,  0.129,  52.24,  0.095,  35.54,  0.048, 355.24,  0.233, 260.38,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/19/2011 01:00:00, 11.8,211.1, -3.9, -1.4, 29.485, 26.41,  0.0,  0.0,  0.200, 177.42,  0.243, 212.91,  0.282, 194.58,  0.231, 194.82,  0.297, 194.41,  0.255, 184.95,  0.211, 209.85,  0.240, 188.64,  0.189, 195.65,  0.201, 185.99,  0.221, 194.91,  0.237, 191.21,  0.290, 177.43,  0.277, 180.41,  0.250, 177.71,  0.254, 180.23,  0.252, 184.10,  0.227, 180.50,  0.191, 177.00,  0.217, 183.97,  0.237, 189.70,  0.238, 184.82,  0.225, 181.53,  0.245, 183.04,  0.269, 186.41,  0.418, 213.58,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/19/2011 02:00:00, 11.8,211.3, -3.8, -1.4, 29.461, 26.39,  0.0,  0.0,  0.413, 203.40,  0.430, 189.51,  0.410, 187.58,  0.464, 189.18,  0.491, 189.85,  0.499, 186.91,  0.496, 188.70,  0.471, 190.14,  0.517, 186.55,  0.545, 187.27,  0.503, 186.16,  0.536, 181.82,  0.502, 185.48,  0.520, 184.30,  0.533, 180.00,  0.537, 187.92,  0.589, 184.38,  0.587, 186.46,  0.549, 181.15,  0.569, 181.71,  0.561, 179.90,  0.546, 186.20,  0.523, 179.01,  0.506, 181.36,  0.508, 190.43,  0.652, 201.80,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
2/19/2011 03:00:00, 11.8,211.2, -3.8, -1.4, 29.426, 26.35,  0.0,  0.0,  0.510, 176.63,  0.565, 195.19,  0.603, 193.23,  0.608, 197.51,  0.577, 193.34,  0.633, 191.20,  0.646, 194.70,  0.690, 195.47,  0.666, 194.16,  0.674, 192.16,  0.697, 193.44,  0.714, 194.27,  0.699, 190.63,  0.721, 195.19,  0.698, 191.74,  0.750, 194.04,  0.716, 189.24,  0.715, 199.70,  0.743, 194.97,  0.743, 194.02,  0.721, 193.80,  0.732, 197.74,  0.716, 196.89,  0.720, 198.03,  0.736, 205.76,  0.820, 211.04,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,
