DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),Speed#14(21.5m),Dir#14(21.5m),Speed#15(23.0m),Dir#15(23.0m),Speed#16(24.5m),Dir#16(24.5m),Speed#17(26.0m),Dir#17(26.0m),Speed#18(27.5m),Dir#18(27.5m),Speed#19(29.0m),Dir#19(29.0m),Speed#20(30.5m),Dir#20(30.5m),Speed#21(32.0m),Dir#21(32.0m),Speed#22(33.5m),Dir#22(33.5m),Speed#23(35.0m),Dir#23(35.0m),Speed#24(36.5m),Dir#24(36.5m)
5/3/2007 13:00,11.9,232.8,5.1,-2.6,37.401,27.57,0,0,0.034,180,0.072,180,0.1,178.28,0.111,200.07,0.058,186.88,0.11,149.93,0.097,149.74,0.086,137.82,0.071,130.43,0.067,115.8,0.064,146.56,0.078,145.91,0.054,117.51,0.049,140.79,0.028,171.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.457,289.7,-99,-99,-99,-99
5/3/2007 13:30,11.9,232.7,5.1,-2.6,37.403,27.57,0,0,0.02,212.91,0.034,108.97,0.094,179.39,0.066,160.46,0.088,166.91,0.079,148.91,0.085,159.44,0.085,116.57,0.065,110.66,0.064,101.66,0.061,118.24,0.055,149.22,0.037,113.81,0.025,90,0.02,40.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.153,59.42,0.353,292.64,-99,-99,-99,-99
5/3/2007 14:00,11.9,232.7,5,-2.7,37.398,27.57,0,0,0.032,311.19,0.063,184.54,0.042,195.02,0.046,132.36,0.067,110.85,0.047,91.22,0.054,133.49,0.07,109.21,0.037,112.38,0.03,88.09,0.038,113.2,0.041,53.97,0.064,36.69,0.052,32.47,0.046,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.499,293.48,-99,-99,-99,-99
5/3/2007 14:30,11.9,232.7,5,-2.6,37.398,27.59,0,0,0.06,319.71,0.018,243.43,0.045,87.46,0.052,44.22,0.054,64.86,0.062,43.03,0.101,27.07,0.076,50.87,0.071,45,0.089,49.12,0.095,29.52,0.072,9.59,0.055,20.07,0.04,46.01,0.071,341.05,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.528,283.04,-99,-99,-99,-99
5/3/2007 15:00,11.9,232.5,5,-2.7,37.399,27.61,0,0,0.1,7.48,0.026,67.38,0.065,18.71,0.027,325.71,0.066,328.74,0.055,54.58,0.043,35.54,0.105,12.06,0.073,21.66,0.062,32.4,0.112,11.81,0.107,6.46,0.092,4.35,0.058,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.489,289.36,-99,-99,-99,-99
5/3/2007 15:30,11.9,232.7,5,-2.6,37.401,27.61,0,0,0.089,358.71,0.07,35.73,0.091,20.63,0.106,24.62,0.062,36.5,0.074,46.64,0.104,15.11,0.086,32.22,0.127,43.4,0.113,30.44,0.085,25.67,0.095,2.41,0.076,30.96,0.084,36.33,0.078,11.02,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.559,294.09,-99,-99,-99,-99
5/3/2007 16:00,11.9,232.5,5,-2.7,37.413,27.58,0,0,0.053,12.99,0.068,3.37,0.129,36.78,0.144,17.81,0.108,17.76,0.075,25.2,0.107,23.2,0.102,28.84,0.099,25.79,0.082,25.94,0.104,23.13,0.131,9.68,0.149,11.99,0.129,30.74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.46,285.24,-99,-99,-99,-99
5/3/2007 16:30,11.9,232.6,5,-2.7,37.435,27.39,0,0,0.069,343.94,0.048,65.56,0.063,55.3,0.055,6.23,0.097,2.36,0.119,18.59,0.092,20.41,0.098,29.96,0.105,30.22,0.131,15.1,0.116,17.03,0.092,25.73,0.092,9.36,0.106,7.59,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.46,287.73,-99,-99,-99,-99
5/3/2007 17:00,11.9,232.6,5,-2.7,37.458,27.2,0,0,0.118,58.87,0.066,40.7,0.065,43.75,0.074,30.03,0.027,51.01,0.095,44.14,0.08,55.71,0.08,42.47,0.115,29.01,0.077,34.93,0.079,9.46,0.102,23.05,0.115,33.97,0.106,33.09,0.117,39.81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.439,289.55,-99,-99,-99,-99
5/3/2007 17:30,11.9,232.6,5,-2.7,37.507,26.65,0,0,0.145,54,0.081,46.01,0.109,27.27,0.13,27.94,0.131,39.41,0.061,59.68,0.092,64.27,0.094,66.72,0.071,75.38,0.069,39.7,0.101,52.67,0.119,44.32,0.082,61.56,0.105,67.09,0.103,60.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.482,261.28,-99,-99,-99,-99
