DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),Speed#14(21.5m),Dir#14(21.5m),Speed#15(23.0m),Dir#15(23.0m),Speed#16(24.5m),Dir#16(24.5m),Speed#17(26.0m),Dir#17(26.0m),Speed#18(27.5m),Dir#18(27.5m),Speed#19(29.0m),Dir#19(29.0m),Speed#20(30.5m),Dir#20(30.5m),Speed#21(32.0m),Dir#21(32.0m),Speed#22(33.5m),Dir#22(33.5m),Speed#23(35.0m),Dir#23(35.0m),Speed#24(36.5m),Dir#24(36.5m),Speed#25(38.0m),Dir#25(38.0m),Speed#26(39.5m),Dir#26(39.5m)
1/19/2007 14:00,11.8,213.5,2,-2.9,41.083,27.94,0,0,0.165,188.03,0.551,210.43,0.553,212.83,0.496,205.53,0.488,213.14,0.446,219.54,0.455,218.76,0.263,220.84,0.096,246.64,0.066,323.65,0.078,301.85,0.037,279.21,0.226,24.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/19/2007 14:30,11.8,293.3,1.8,-3,41.058,26.74,0,0,0.063,60.59,0.128,22.55,0.099,39.66,0.069,29.54,0.111,26.8,0.101,8.53,0.116,20.15,0.108,25.85,0.116,15,0.113,14.9,0.119,5.81,0.145,0.79,0.157,347.11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/19/2007 15:00,11.7,293,1.8,-3.1,41.036,26.58,0,0,0.096,19.57,0.156,29.2,0.17,55.28,0.075,52.06,0.134,2.56,0.175,17.61,0.148,7.75,0.172,4.68,0.194,354.08,0.182,353.07,0.187,7.7,0.185,2.48,0.16,2.15,0.172,8.7,0.171,3.01,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/19/2007 15:30,11.8,293,1.8,-3.1,41.014,26.56,0,0,0.159,13.86,0.147,12.61,0.103,4.99,0.077,359.26,0.147,356.5,0.24,14.21,0.217,9.81,0.224,12.11,0.218,1.58,0.202,8.53,0.158,15,0.134,12.9,0.188,2.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/19/2007 16:00,11.8,293.1,1.9,-3.1,40.997,26.56,0,0,0.08,34.88,0.104,30.77,0.078,25.91,0.106,1.08,0.154,332.6,0.155,346.23,0.188,358.17,0.184,10.33,0.207,356.68,0.21,4.38,0.193,7.46,0.22,8.9,0.246,15.05,0.258,15.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.359,315.45,-99,-99,-99,-99
1/19/2007 16:30,11.8,293.1,1.9,-3.1,40.973,26.56,0,0,0.131,352.55,0.169,9.85,0.137,12.21,0.133,23.88,0.172,3,0.221,10.7,0.224,13.66,0.245,18.29,0.26,17.25,0.246,6.55,0.225,22.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.226,336.83,-99,-99,-99,-99
1/19/2007 17:00,11.8,293.1,1.9,-3.1,40.977,26.56,0,0,0.189,20.45,0.177,7.81,0.198,34.73,0.118,28.96,0.212,23.66,0.259,24.88,0.207,18,0.239,19.57,0.24,18.74,0.256,15.61,0.288,25.68,0.29,28.42,-99,-99,-99,-99,0.242,22.86,0.231,23.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.19,328.15,-99,-99,-99,-99
1/19/2007 17:30,11.8,293.1,1.9,-3.1,40.958,26.56,0,0,0.161,31.02,0.233,16.18,0.163,23.43,0.167,21.48,0.24,21.54,0.293,30.16,0.291,26.74,0.31,25.24,0.303,24.12,0.277,17.19,0.289,25.15,0.286,29.07,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.185,344.01,-99,-99,-99,-99
1/19/2007 18:00,11.7,293,1.9,-3.1,40.958,26.56,0,0,0.198,33.69,0.221,19.01,0.171,34.06,0.189,39.84,0.242,33.56,0.286,31.41,0.28,37.16,0.252,44.52,0.279,41.22,0.327,41.28,0.28,39.94,0.264,44.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.185,330.26,-99,-99,-99,-99
1/19/2007 18:30,11.7,293.1,1.9,-3.1,40.945,26.56,0,0,0.12,44.66,0.236,33.76,0.185,47.41,0.244,43.17,0.3,42.57,0.279,35.97,0.267,37.86,0.262,33.33,0.3,41.49,0.291,43.47,0.284,43.43,0.298,48.13,0.28,45.29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.177,346.91,-99,-99,-99,-99
