DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),Speed#14(21.5m),Dir#14(21.5m),Speed#15(23.0m),Dir#15(23.0m),Speed#16(24.5m),Dir#16(24.5m),Speed#17(26.0m),Dir#17(26.0m),Speed#18(27.5m),Dir#18(27.5m),Speed#19(29.0m),Dir#19(29.0m),Speed#20(30.5m),Dir#20(30.5m),Speed#21(32.0m),Dir#21(32.0m),Speed#22(33.5m),Dir#22(33.5m),Speed#23(35.0m),Dir#23(35.0m),Speed#24(36.5m),Dir#24(36.5m),Speed#25(38.0m),Dir#25(38.0m),Speed#26(39.5m),Dir#26(39.5m)
8/15/2008 18:00,11.8,316.3,2.3,-1.7,41.063,26.04,0,0,0.174,50.83,0.146,61.33,0.101,61.66,0.137,66.42,0.081,52.56,0.067,50.41,0.087,53.39,0.04,146.31,0.015,151.7,0.046,184.97,0.05,227.42,0.051,237.88,0.116,263.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8/15/2008 19:00,11.8,316.3,2.3,-1.7,41.113,26.32,0,0,0.081,87.17,0.049,94.67,0.053,99.82,0.061,97.59,0.054,54.83,0.057,119.25,0.023,172.57,0.017,237.26,0.039,240.8,0.029,273.95,0.121,266.69,0.206,267.22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8/15/2008 20:00,11.8,316.3,2.3,-1.7,41.155,26.34,0,0,0.167,108.87,0.185,155.79,0.175,172.1,0.188,187.96,0.109,209.61,0.072,248.79,0.1,249.58,0.173,259.01,0.201,259.08,0.265,265.88,0.243,259.57,0.203,243.69,0.171,240.59,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.209,338.96,-99,-99,-99,-99
8/15/2008 21:00,11.8,316.3,2.3,-1.8,41.173,26.32,0,0,0.19,129.65,0.239,153.97,0.154,175.14,0.122,198.14,0.129,240.64,0.166,263.43,0.129,273.55,0.171,263.62,0.214,263.01,0.234,257.39,0.224,244.92,0.217,242.25,0.211,230.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8/15/2008 22:00,11.8,316.3,2.3,-1.7,41.173,26.43,0,0,0.163,139.97,0.253,149.89,0.147,170.22,0.114,223.22,0.12,240.43,0.099,263.6,0.138,280.01,0.176,281.82,0.218,272.1,0.186,268.77,0.204,247.21,0.235,237.32,0.214,225.19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8/15/2008 23:00,11.8,316.4,2.3,-1.8,41.142,26.64,0,0,0.213,155.36,0.162,164.59,0.055,253.2,0.141,244.34,0.116,270,0.141,274.9,0.193,281.08,0.2,294.25,0.197,295.26,0.226,277.88,0.207,271.11,0.172,266.34,0.165,266.19,0.167,238.98,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8/16/2008 0:00,11.8,316.1,2.3,-1.7,41.091,26.94,0,0,0.069,206.57,0.077,260.29,0.126,283.82,0.113,289.72,0.155,301.53,0.179,307.06,0.224,316.81,0.238,311.93,0.231,301.35,0.242,292.64,0.221,274.68,0.165,275.92,0.165,257.74,0.142,243.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8/16/2008 1:00,11.8,316.1,2.3,-1.8,41.048,27.09,0,0,0.015,183.81,0.05,241.39,0.103,313.81,0.153,310.24,0.202,314.8,0.21,321.77,0.249,327.97,0.259,330.17,0.285,322.69,0.282,318.45,0.259,312.81,0.242,305.92,0.174,293.33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
8/16/2008 2:00,11.8,316.3,2.3,-1.7,41.015,26.86,0,0,0.137,22.81,0.223,27.83,0.236,26.67,0.209,14.7,0.21,4.65,0.202,352.87,0.239,333.97,0.268,343.32,0.282,334.16,0.33,330.41,0.357,331.79,0.284,325.75,0.212,320.37,0.192,314.79,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.178,327.38,-99,-99,-99,-99
8/16/2008 3:00,11.8,316.3,2.3,-1.7,40.99,26.42,0,0,0.326,350.28,0.305,3.58,0.31,15.51,0.344,19.7,0.369,21.28,0.325,23.18,0.303,17.9,0.283,357.17,0.298,347.22,0.337,335.8,0.325,340.95,0.328,334.14,0.31,319.32,0.278,309.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.296,316.78,-99,-99,-99,-99
