DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),Speed#26(26.5m),Dir#26(26.5m),Speed#27(27.5m),Dir#27(27.5m),Speed#28(28.5m),Dir#28(28.5m),Speed#29(29.5m),Dir#29(29.5m),Speed#30(30.5m),Dir#30(30.5m),Speed#31(31.5m),Dir#31(31.5m),Speed#32(32.5m),Dir#32(32.5m),Speed#33(33.5m),Dir#33(33.5m),Speed#34(34.5m),Dir#34(34.5m),Speed#35(35.5m),Dir#35(35.5m),Speed#36(36.5m),Dir#36(36.5m),Speed#37(37.5m),Dir#37(37.5m),Speed#38(38.5m),Dir#38(38.5m),Speed#39(39.5m),Dir#39(39.5m),Speed#40(40.5m),Dir#40(40.5m)
1/30/2013 0:00,11.9,17.4,23,8.5,45.052,26.21,0,0,0.11,32.39,0.053,77.01,0.08,15.26,0.067,28.47,0.098,344.69,0.058,303.69,0.052,323.57,0.141,303.13,0.236,284.45,0.356,316.94,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 1:00,11.9,17.5,23,8.5,45.067,26.21,0,0,0.042,294.1,0.02,120.47,0.024,48.37,0.026,353.42,0.086,266.01,0.071,274.03,0.072,318.96,0.184,286.46,0.159,293.34,0.205,264.68,0.337,306.43,0.338,305.48,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 2:00,11.9,17.4,23,8.5,45.078,26.21,0,0,0.116,238.36,0.078,185.86,0.079,226.02,0.063,187.35,0.059,276.77,0.081,252.69,0.077,268.51,0.109,270,0.113,287.47,0.146,284.32,0.293,294.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 3:00,11.9,17.4,23,8.5,45.081,26.2,0,0,0.132,198.16,0.085,220.24,0.049,259.38,0.084,248.96,0.082,265.12,0.06,301.29,0.016,235.3,0.128,254.12,0.223,280.6,0.218,272.36,0.266,266.99,0.235,298.96,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 4:00,11.9,17.5,23,8.5,45.073,26.2,0,0,0.152,214.53,0.067,220.79,0.118,231.87,0.129,262.87,0.108,208.23,0.154,221.33,0.114,198.91,0.147,245.88,0.123,208.24,0.162,225.25,0.175,217.59,0.251,219.83,0.308,262.34,0.307,260.26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 5:00,11.9,17.4,23,8.5,45.048,26.19,0,0,0.114,279.63,0.106,225.76,0.088,253.43,0.095,246.41,0.064,273.58,0.135,257.2,0.105,249.32,0.067,262.23,0.179,255.73,0.118,237.12,0.193,257.41,0.173,247.28,0.153,270,0.177,292.64,0.17,205.51,0.248,199.09,0.338,266.95,0.298,237.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 6:00,11.9,17.5,23,8.5,45.025,26.18,0,0,0.112,224.27,0.079,253.86,0.087,262.71,0.083,290.39,0.057,261.87,0.087,260.75,0.079,273.62,0.034,280.3,0.164,288.88,0.17,302.76,0.138,290.41,0.206,283.5,0.209,296.69,0.232,281.94,0.034,185.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 7:00,11.9,17.5,23,8.5,45.021,26.17,0,0,0.062,243.02,0.107,266.79,0.158,246.85,0.185,262.22,0.176,283.8,0.168,268.64,0.178,264.83,0.205,269.44,0.223,274.12,0.213,280.26,0.183,268.43,0.357,291.89,0.313,274.58,0.395,309.45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 8:00,11.9,17.4,23,8.5,45.018,26.17,0,0,0.068,196.29,0.116,261.59,0.123,242.39,0.068,255.56,0.124,260.23,0.128,241.43,0.123,257.32,0.141,298.74,0.135,283.31,0.208,280.82,0.148,267.68,0.141,295.66,0.229,292.08,0.102,291.8,0.042,80.31,0.173,281.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/30/2013 9:00,11.9,17.5,23,8.5,45.02,26.17,0,0,0.059,274.84,0.05,334.98,0.078,325.91,0.077,319.24,0.06,311.63,0.051,318.18,0.045,358.73,0.086,347.91,0.037,0,0.059,218.81,0.073,255.02,0.13,302.47,0.161,304.88,0.274,301.89,0.039,145.49,0.154,205.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
