DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(3.0m),Dir#1(3.0m),Speed#2(5.0m),Dir#2(5.0m),Speed#3(7.0m),Dir#3(7.0m),Speed#4(8.9m),Dir#4(8.9m),Speed#5(10.9m),Dir#5(10.9m),Speed#6(12.9m),Dir#6(12.9m),Speed#7(14.9m),Dir#7(14.9m),Speed#8(16.9m),Dir#8(16.9m),Speed#9(18.9m),Dir#9(18.9m),Speed#10(20.9m),Dir#10(20.9m),Speed#11(22.9m),Dir#11(22.9m),Speed#12(24.9m),Dir#12(24.9m),Speed#13(26.9m),Dir#13(26.9m),Speed#14(28.9m),Dir#14(28.9m),Speed#15(30.9m),Dir#15(30.9m),Speed#16(33.0m),Dir#16(33.0m),Speed#17(35.0m),Dir#17(35.0m),Speed#18(37.0m),Dir#18(37.0m),Speed#19(39.0m),Dir#19(39.0m),Speed#20(41.0m),Dir#20(41.0m),Speed#21(43.0m),Dir#21(43.0m),Speed#22(45.0m),Dir#22(45.0m),Speed#23(47.0m),Dir#23(47.0m),Speed#24(49.0m),Dir#24(49.0m),Speed#25(51.0m),Dir#25(51.0m),Speed#26(53.0m),Dir#26(53.0m),Speed#27(55.0m),Dir#27(55.0m),Speed#28(57.0m),Dir#28(57.0m),Speed#29(59.0m),Dir#29(59.0m),Speed#30(61.0m),Dir#30(61.0m),Speed#31(63.0m),Dir#31(63.0m),Speed#32(65.0m),Dir#32(65.0m),Speed#33(67.0m),Dir#33(67.0m),Speed#34(69.0m),Dir#34(69.0m),Speed#35(71.0m),Dir#35(71.0m)
10/26/2018 19:00,11.6,332.6,9.3,0.5,62.287,28.17,0,0,0.16,327.99,0.317,162.19,0.041,131.05,0.077,86.28,0.073,289.18,0.126,261.36,0.124,267.23,0.04,246.61,0.054,225,0.125,270,0.119,275.81,0.063,274.54,0.033,266.53,0.057,18.43,0.075,16.99,0.094,282.26,0.106,278.66,0.156,267.8,0.264,265.22,0.256,275.15,0.176,294.82,0.256,272.24,0.267,274.51,0.239,267.13,0.225,262.84,0.186,275.86,0.357,274.02,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/26/2018 20:00,11.6,332.6,9.3,0.5,62.247,27.43,0,0,0.031,348.69,0.226,257.75,0.005,21.8,0.012,210.96,0.019,325.49,0.056,258.69,0.019,281.89,0.023,287.65,0.034,211.83,0.072,245.22,0.09,247.72,0.052,264.51,0.109,300.78,0.112,296.57,0.061,344.83,0.148,341.08,0.119,328.05,0.172,326.13,0.211,304.37,0.188,295.2,0.225,279.46,0.251,269.54,0.285,270.2,0.215,269.47,0.159,246.99,0.173,244.62,0.385,260.88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/26/2018 21:00,11.6,332.6,9.3,0.4,62.227,27.08,0,0,0.135,183.39,0.111,270,0.052,94.4,0.097,56.8,0.036,290.92,0.059,303.96,0.055,304.56,0.034,344.74,0.027,311.99,0.046,306.12,0.073,281,0.116,286.56,0.167,315,0.223,316.27,0.151,330.21,0.077,352.5,0.112,332.98,0.147,301.63,0.161,323.34,0.212,288.69,0.217,275.82,0.167,273.43,0.228,266.74,0.243,267.64,0.233,292.94,0.199,283.97,0.384,263.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/26/2018 22:00,11.6,332.6,9.3,0.4,62.218,26.92,0,0,0.031,110.77,0.307,299.91,0.124,295.74,0.079,220.36,0.079,233.71,0.089,259.7,0.09,267.46,0.083,272.07,0.068,288.97,0.063,290.45,0.072,313.88,0.098,300.76,0.137,284.34,0.149,289.16,0.096,310.79,0.105,280.99,0.183,286.85,0.236,308.13,0.235,316.38,0.229,295.56,0.211,280.35,0.192,264.32,0.203,253.98,0.16,253.71,0.137,264.96,0.158,264.18,0.474,264.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/26/2018 23:00,11.6,332.5,9.2,0.5,62.22,27.05,0,0,0.056,322.93,0.1,198.62,0.042,337.69,0.039,352.69,0.013,261.25,0.055,235.44,0.054,207.51,0.069,217.37,0.133,256.07,0.087,306.08,0.075,329.69,0.074,279.33,0.142,280.99,0.183,300.48,0.201,303.61,0.216,299.42,0.254,297.98,0.228,293.2,0.308,295.57,0.339,296.41,0.37,281.86,0.327,291.93,0.24,283.51,0.261,265.16,0.185,268.76,0.24,274.55,0.564,268.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/27/2018 0:00,11.6,332.6,9.3,0.6,62.233,27.09,0,0,0.162,99.23,0.076,230.87,0.093,281.79,0.082,226.97,0.094,256.41,0.038,285.12,0.051,240.95,0.055,254.2,0.106,305.79,0.097,305.81,0.046,302.66,0.085,282.24,0.077,258.84,0.153,270.37,0.192,254.01,0.222,275.94,0.31,293,0.302,294.62,0.306,298.33,0.282,290.56,0.275,282.17,0.209,280.45,0.269,275.12,0.29,294.26,0.31,280.77,0.365,277.24,0.677,267.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/27/2018 1:00,11.6,332.6,9.2,0.6,62.24,27.44,0,0,0.219,307.39,0.194,171.41,0.147,244.13,0.162,257.51,0.171,271.01,0.191,268.5,0.102,249.97,0.106,243.19,0.168,246.49,0.13,238.88,0.135,237.37,0.161,249.99,0.194,279.51,0.27,292.67,0.264,286.3,0.272,284.04,0.292,276.49,0.323,290.29,0.277,277.9,0.361,277.16,0.245,292.06,0.265,301.11,0.317,291.3,0.284,280.12,0.221,275.19,0.3,273.45,0.59,271.07,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/27/2018 2:00,11.6,332.6,9.2,0.5,62.231,27.71,0,0,0.141,61.06,0.206,179.72,0.239,189.38,0.275,194.09,0.316,218.57,0.344,242.47,0.315,262.69,0.202,273.96,0.15,287.1,0.196,289.63,0.209,277.16,0.189,257.14,0.207,255.76,0.215,264.66,0.238,268.56,0.318,272.52,0.294,266.29,0.305,286.77,0.334,277.57,0.31,276.67,0.285,274.63,0.24,285.72,0.253,286.07,0.346,289.22,0.317,294.79,0.36,273.19,0.605,272.84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/27/2018 3:00,11.6,332.3,9.3,0.3,62.221,27.98,0,0,0.348,201.77,0.364,214.48,0.363,229.02,0.355,236.85,0.399,235,0.366,241.4,0.29,253.19,0.203,268.87,0.249,270.92,0.272,257.04,0.277,253.4,0.308,254.57,0.301,248.8,0.321,252.98,0.313,264.87,0.362,254.32,0.278,268.76,0.29,272.96,0.303,278.16,0.354,283.41,0.313,295.34,0.369,283.17,0.36,289.29,0.379,291.83,0.358,301.87,0.325,296.88,0.52,287.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/27/2018 4:00,11.6,332.4,9.5,0.2,62.204,28.25,0,0,0.254,212.94,0.311,227.74,0.298,247.13,0.317,273.62,0.32,277.19,0.341,268.15,0.344,267.84,0.292,277.47,0.279,270.41,0.32,266.05,0.364,253.06,0.328,251.34,0.379,260.59,0.335,263.32,0.3,261.76,0.278,265.87,0.3,269.43,0.266,282.58,0.315,286.42,0.302,287.54,0.379,287.19,0.36,296.35,0.383,303.81,0.397,313.26,0.353,313.97,0.256,325.01,0.364,304.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
