DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),Speed#26(26.5m),Dir#26(26.5m),Speed#27(27.5m),Dir#27(27.5m),Speed#28(28.5m),Dir#28(28.5m),Speed#29(29.5m),Dir#29(29.5m),Speed#30(30.5m),Dir#30(30.5m),Speed#31(31.5m),Dir#31(31.5m),Speed#32(32.5m),Dir#32(32.5m),Speed#33(33.5m),Dir#33(33.5m),Speed#34(34.5m),Dir#34(34.5m),Speed#35(35.5m),Dir#35(35.5m),Speed#36(36.5m),Dir#36(36.5m),Speed#37(37.5m),Dir#37(37.5m),Speed#38(38.5m),Dir#38(38.5m),Speed#39(39.5m),Dir#39(39.5m)
9/23/2008 13:30,11.9,193.8,11.3,4.7,43.1,28.41,0,0,0.166,106.8,0.192,93.28,0.243,347.16,0.101,102.53,0.11,141.67,0.045,203.7,0.115,35.07,-99,-99,-99,-99,0.036,59.86,0.06,0,0.064,277.13,0.128,220.26,0.18,229.05,-99,-99,0.149,180.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 14:00,11.9,193.9,11.3,4.7,43.123,27.95,0,0,0.452,11.48,0.196,110.01,0.116,300.54,0.065,140.65,0.169,168.42,0.182,204.73,0.08,239.9,0.104,52.8,-99,-99,0.064,94.47,0.044,37.65,0.033,130.03,0.064,151.82,0.025,130.1,0.097,163.24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 14:30,11.9,193.7,11.2,4.7,43.155,27.89,0,0,0.098,244.74,0.442,170.88,0.089,272.57,0.124,88.61,0.139,119.34,0.133,183.01,0.035,56.77,0.161,325.62,-99,-99,-99,-99,-99,-99,0.034,91.68,-99,-99,0.071,276.43,0.089,208.87,0.092,356.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 15:00,11.9,193.8,11.2,4.7,43.183,27.89,0,0,0.037,233.75,0.162,143.27,0.17,301.54,0.135,51.6,0.08,77.7,0.038,268.49,0.015,0,0.046,278.84,0.026,207.55,0.037,222.8,-99,-99,0.099,166.53,0.081,164.25,0.052,238.47,0.016,266.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 15:30,11.9,193.9,11.2,4.7,43.195,27.89,0,0,0.662,14.96,0.148,111.37,0.214,301.01,0.088,58.48,0.111,157.82,0.15,215.49,0.081,332.8,0.031,210.65,0.028,329.74,0.098,301.26,-99,-99,0.141,207.47,0.101,143.47,0.06,158.55,0.119,244.52,0.098,196.03,0.038,274.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 16:00,11.9,193.9,11.2,4.7,43.219,27.9,0,0,0.144,253.45,0.239,145.91,0.048,303.02,0.222,55.09,0.152,85.08,0.061,202.33,0.062,114.9,0.074,59.97,0.041,8.33,0.17,162.2,0.129,216.52,0.155,202.42,0.158,191.31,0.123,184.18,0.171,227.84,-99,-99,-99,-99,0.206,183.61,0.222,237.53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 16:30,11.9,193.9,11.2,4.7,43.231,27.91,0,0,0.123,335.94,0.213,152.59,0.085,347.76,0.227,59.6,0.097,79.27,0.088,203.37,0.079,290.73,0.118,318.45,0.137,175.41,0.235,184.64,0.104,208.79,0.061,129.69,0.068,142.79,0.063,164.43,0.126,174.52,0.171,232.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 17:00,11.9,193.8,11.2,4.7,43.24,27.93,0,0,0.166,275.54,0.099,170.73,0.107,239.13,0.059,47.73,0.135,131.7,0.097,221.24,0.085,289.29,0.103,207.81,0.173,203.46,0.108,187.45,0.054,228.01,0.126,177.27,0.088,245.77,0.128,267.32,0.189,242.62,-99,-99,0.151,233.89,0.194,235.08,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 17:30,11.9,193.7,11.2,4.7,43.237,27.97,0,0,0.165,334.84,0.14,117.66,0.191,216.69,0.135,80.61,0.169,71.35,0.121,278.53,0.06,315.67,0.078,249.7,0.051,275.6,0.058,155.64,0.139,203.79,0.199,215.2,0.193,218.06,0.145,213.47,0.173,231.81,0.222,247.48,0.235,270.73,0.148,273.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9/23/2008 18:00,11.9,193.8,11.2,4.7,43.238,28.01,0,0,0.167,0,0.11,122.39,0.035,258.37,0.084,38.23,0.206,109.84,0.118,228.45,0.048,214.02,0.031,213.18,0.061,329.2,0.071,265.17,0.026,239.42,0.022,129.47,0.051,150.4,0.1,225,0.141,235.97,0.098,220.86,0.289,224.72,0.323,258.59,0.274,277.54,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
