DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),Speed#14(21.5m),Dir#14(21.5m),Speed#15(23.0m),Dir#15(23.0m),Speed#16(24.5m),Dir#16(24.5m),Speed#17(26.0m),Dir#17(26.0m),Speed#18(27.5m),Dir#18(27.5m),Speed#19(29.0m),Dir#19(29.0m),Speed#20(30.5m),Dir#20(30.5m),Speed#21(32.0m),Dir#21(32.0m),Speed#22(33.5m),Dir#22(33.5m),Speed#23(35.0m),Dir#23(35.0m),Speed#24(36.5m),Dir#24(36.5m),Speed#25(38.0m),Dir#25(38.0m),Speed#26(39.5m),Dir#26(39.5m),
1/22/2009 18:00:00, 11.9,  9.3,  3.1,  0.2, 40.958, 26.06,  0.0,  0.0,  0.118, 355.64,  0.103,   0.00,  0.129,   0.44,  0.148,   8.95,  0.143,  25.67,  0.145,  18.94,  0.117,  12.37,  0.146,  25.51,  0.115,  21.89,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.246, 332.91,-99.000, -99.00,-99.000, -99.00,
1/22/2009 19:00:00, 11.9,  9.3,  3.1,  0.2, 40.938, 26.05,  0.0,  0.0,  0.119, 268.07,  0.083, 316.47,  0.067, 353.19,  0.051,  24.54,  0.119,  50.13,  0.145,  24.44,  0.177,  22.64,  0.155,  21.94,  0.219,  44.63,  0.136,  43.81,  0.187,  30.96,  0.238,  50.96,  0.303,  47.68,  0.355,  34.67,  0.449,  34.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.334,  45.12,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.209, 325.70,-99.000, -99.00,-99.000, -99.00,
1/22/2009 20:00:00, 11.9,  9.2,  3.1,  0.1, 40.920, 26.06,  0.0,  0.0,  0.037, 227.20,  0.120, 280.56,  0.054, 302.23,  0.047,   3.65,  0.016, 124.70,  0.032,  18.43,  0.035, 340.02,  0.015,  70.35,  0.065, 104.25,  0.049, 162.30,  0.067, 155.34,  0.071, 148.76,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.150, 282.28,-99.000, -99.00,-99.000, -99.00,
1/22/2009 21:00:00, 11.9,  9.3,  3.1,  0.2, 40.905, 26.06,  0.0,  0.0,  0.079, 169.82,  0.060, 184.76,  0.026, 114.62,  0.023, 135.00,  0.054, 112.78,  0.036, 107.93,  0.051, 118.07,  0.073, 145.01,  0.035, 178.36,  0.050, 191.53,  0.042, 185.44,-99.000, -99.00,  0.089, 153.43,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.151, 273.03,-99.000, -99.00,-99.000, -99.00,
1/22/2009 22:00:00, 11.9,  9.3,  3.1,  0.2, 40.884, 26.07,  0.0,  0.0,  0.121, 153.43,  0.116, 165.00,  0.049, 168.23,  0.093, 120.96,  0.094, 127.23,  0.090, 105.42,  0.089, 145.95,  0.071, 157.75,  0.091, 151.19,  0.065, 131.27,  0.084, 168.96,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.127, 283.16,-99.000, -99.00,-99.000, -99.00,
1/22/2009 23:00:00, 11.9,  9.3,  3.1,  0.2, 40.870, 26.07,  0.0,  0.0,  0.065, 126.87,  0.077, 191.16,  0.069, 135.59,  0.056, 117.47,  0.102, 148.17,  0.062, 140.91,  0.067, 144.16,  0.121, 123.16,  0.092, 125.75,  0.076, 138.74,  0.080, 125.87,  0.093, 136.74,  0.049, 148.24,  0.027,  81.57,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.116, 312.21,-99.000, -99.00,-99.000, -99.00,
1/23/2009 00:00:00, 11.9,  9.3,  3.1,  0.2, 40.874, 26.07,  0.0,  0.0,  0.058, 164.05,  0.104, 181.65,  0.083, 141.88,  0.062, 155.10,  0.096, 138.37,  0.056, 131.38,  0.041, 131.05,  0.054, 130.49,  0.068, 122.99,  0.078, 115.91,  0.048, 121.37,  0.047, 115.46,  0.061, 111.97,  0.054,  78.27,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.156, 272.57,-99.000, -99.00,-99.000, -99.00,
1/23/2009 01:00:00, 11.9,  9.3,  3.1,  0.2, 40.890, 26.07,  0.0,  0.0,  0.071, 117.65,  0.063, 191.84,  0.070,  62.70,  0.045,  55.95,  0.062,  77.97,  0.093,  65.91,  0.098, 103.61,  0.078,  87.80,  0.081,  76.48,  0.096,  81.62,  0.118,  68.65,  0.114,  63.43,  0.083,  78.15,  0.112,  56.31,  0.147,  49.69,  0.069,  60.46,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.173, 333.14,-99.000, -99.00,-99.000, -99.00,
1/23/2009 02:00:00, 11.9,  9.3,  3.1,  0.1, 40.913, 26.07,  0.0,  0.0,  0.110, 359.48,  0.118, 297.87,  0.101,  16.65,  0.079,  29.48,  0.066, 356.53,  0.059,  11.69,  0.049,  52.43,  0.079,  48.07,  0.094,  51.05,  0.113,  40.71,  0.109,  51.34,  0.128,  67.45,  0.119,  40.91,  0.120,  38.21,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.158, 348.34,-99.000, -99.00,-99.000, -99.00,
1/23/2009 03:00:00, 11.9,  9.3,  3.1,  0.2, 40.950, 26.07,  0.0,  0.0,  0.165,   4.53,  0.106, 356.76,  0.113,  26.79,  0.081,   6.34,  0.095,  20.34,  0.080,  39.44,  0.092,  29.90,  0.105,  57.82,  0.112,  42.10,  0.107,  38.16,  0.078,  78.98,  0.062,  65.10,  0.018,  83.66,  0.048,  65.56,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.105, 327.07,-99.000, -99.00,-99.000, -99.00,
1/23/2009 04:00:00, 11.9,  9.3,  3.1,  0.2, 41.005, 26.03,  0.0,  0.0,  0.146,  44.72,  0.092,  49.87,  0.089,  40.46,  0.082,  76.64,  0.043,  84.69,  0.058,  79.08,  0.100,  45.00,  0.067,  50.41,  0.045,  44.09,  0.019,  11.89,  0.035,  30.96,  0.039,  55.49,  0.045,  53.13,-99.000, -99.00,  0.029,  33.69,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.123, 324.63,-99.000, -99.00,-99.000, -99.00,
1/23/2009 05:00:00, 11.9,  9.2,  3.1,  0.1, 41.062, 26.06,  0.0,  0.0,  0.043,  12.09,  0.023, 142.13,  0.037, 113.81,  0.074, 132.27,  0.119, 131.59,  0.090, 110.85,  0.095,  99.07,  0.104,  93.30,  0.103, 121.53,  0.094, 111.91,  0.110,  94.16,  0.076,  99.83,  0.153, 113.54,  0.135, 104.55,  0.136,  90.84,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,-99.000, -99.00,  0.140, 344.67,-99.000, -99.00,-99.000, -99.00,
