DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),Speed#26(26.5m),Dir#26(26.5m),Speed#27(27.5m),Dir#27(27.5m),Speed#28(28.5m),Dir#28(28.5m),Speed#29(29.5m),Dir#29(29.5m),Speed#30(30.5m),Dir#30(30.5m),Speed#31(31.5m),Dir#31(31.5m),Speed#32(32.5m),Dir#32(32.5m),Speed#33(33.5m),Dir#33(33.5m),Speed#34(34.5m),Dir#34(34.5m),Speed#35(35.5m),Dir#35(35.5m)
3/14/2010 14:00,11.8,142.8,1.4,-3.2,23.428,27.05,0,0,0.424,151.98,0.443,134.36,0.448,136.36,0.529,147.51,0.479,148.83,0.486,146.08,0.446,140.82,0.483,135.92,0.512,138.72,0.464,142.27,0.543,137.02,0.544,137.53,0.584,139.16,0.565,139.45,0.588,145.04,0.586,145.5,0.554,141.45,0.595,143.26,0.593,145.51,0.529,146.34,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 15:00,11.8,142.9,1.3,-3.1,23.388,27.06,0,0,0.49,150.3,0.478,140.95,0.526,146.55,0.565,148.62,0.559,147.88,0.567,145.5,0.581,141.43,0.586,146.42,0.578,143.59,0.603,145.47,0.578,151.93,0.612,146.67,0.643,146.29,0.629,148.05,0.619,150.16,0.67,148.8,0.691,145.55,0.635,143.26,0.583,143.23,0.514,142.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 16:00,11.8,142.9,1.4,-3.1,23.37,27.09,0,0,0.428,185.9,0.127,161.14,0.364,192.36,0.345,181.49,0.388,173.5,0.349,182.3,0.357,177.27,0.408,175.36,0.357,178.07,0.364,178.9,0.363,180,0.364,173.05,0.392,167.49,0.387,177.03,0.397,169.85,0.388,165.82,0.369,162.15,0.401,162.6,0.406,165.72,0.29,158.57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 17:00,11.8,142.8,1.3,-3.1,23.337,27.09,0,0,0.337,177.96,0.236,170.5,0.316,191.49,0.319,189.76,0.389,185.17,0.28,177.34,0.268,192.48,0.28,184.3,0.271,192.35,0.286,182.4,0.366,178.75,0.334,180.17,0.318,177.48,0.347,185.46,0.366,176.08,0.334,178.29,0.358,168.06,0.33,171.82,0.235,164.72,0.16,137.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 18:00,11.8,143.1,1.3,-3.2,23.326,27.1,0,0,0.31,228.92,0.165,345.29,0.223,285.91,0.197,315.62,0.2,323.53,0.291,299.04,0.261,297.15,0.252,300.85,0.303,293.77,0.333,291.71,0.338,282.47,0.354,290.69,0.321,294.49,0.36,288.79,0.403,293.7,0.361,287.88,0.359,290.91,0.353,298.38,0.331,298.89,0.368,334.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 19:00,11.8,142.8,1.3,-3.1,23.318,27.1,0,0,0.336,251.62,0.385,325.15,0.374,297.39,0.388,314.27,0.383,314.47,0.347,315.7,0.415,316.56,0.473,305.27,0.452,308.16,0.456,309.13,0.45,315,0.431,313.5,0.49,304.27,0.499,308.25,0.515,311.77,0.497,309.94,0.404,313.09,0.49,311.44,0.521,311.89,0.513,323.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 20:00,11.8,142.8,1.3,-3.1,23.336,27.12,0,0,0.204,277.06,0.253,331.21,0.343,311.69,0.345,319.11,0.36,323.13,0.454,324.95,0.393,324.85,0.462,330.82,0.494,334.47,0.513,335.58,0.455,334.05,0.484,329.83,0.465,334.92,0.517,338.55,0.55,335.63,0.5,335.43,0.487,335.22,0.532,335.7,0.513,332.59,0.474,348.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 21:00,11.8,142.8,1.3,-3.1,23.375,27.12,0,0,0.114,257.31,0.15,8.02,0.228,346.57,0.233,325.83,0.235,340.1,0.264,341.22,0.274,335.21,0.31,334.84,0.304,331.49,0.25,337.64,0.253,332.73,0.232,324.46,0.204,337.57,0.223,339.78,0.225,343.5,0.295,343.28,0.368,335.59,0.316,348.87,0.39,347.1,0.445,357.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 22:00,11.8,142.8,1.3,-3.1,23.416,27.13,0,0,0.095,33.02,0.016,222.51,0.039,345.26,0.09,331.44,0.027,311.99,0.125,349.86,0.037,9.21,0.111,332.74,0.126,316.29,0.079,349.11,0.109,343.55,0.127,328.8,0.181,343.66,0.147,332.91,0.114,333.43,0.122,338.29,0.166,338.84,0.241,349.95,0.224,348.14,0.301,7.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/14/2010 23:00,11.8,142.9,1.3,-3.1,23.442,27.13,0,0,0.316,181.27,0.172,132.41,0.211,143.67,0.153,127.84,0.16,145.21,0.186,145.71,0.139,157.13,0.132,122.01,0.14,126.87,0.106,119.95,0.09,155.71,0.058,113.46,0.086,135,0.082,126.59,0.069,132.05,0.049,132.51,0.053,162.58,0.086,117.76,0.118,98.27,0.179,46.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
