DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.0m),Dir#1(2.0m),Speed#2(3.5m),Dir#2(3.5m),Speed#3(5.0m),Dir#3(5.0m),Speed#4(6.5m),Dir#4(6.5m),Speed#5(8.0m),Dir#5(8.0m),Speed#6(9.5m),Dir#6(9.5m),Speed#7(11.0m),Dir#7(11.0m),Speed#8(12.5m),Dir#8(12.5m),Speed#9(14.0m),Dir#9(14.0m),Speed#10(15.5m),Dir#10(15.5m),Speed#11(17.0m),Dir#11(17.0m),Speed#12(18.5m),Dir#12(18.5m),Speed#13(20.0m),Dir#13(20.0m),Speed#14(21.5m),Dir#14(21.5m),Speed#15(23.0m),Dir#15(23.0m),Speed#16(24.5m),Dir#16(24.5m),Speed#17(26.0m),Dir#17(26.0m),Speed#18(27.5m),Dir#18(27.5m),Speed#19(29.0m),Dir#19(29.0m),Speed#20(30.5m),Dir#20(30.5m),Speed#21(32.0m),Dir#21(32.0m),Speed#22(33.5m),Dir#22(33.5m),Speed#23(35.0m),Dir#23(35.0m),Speed#24(36.5m),Dir#24(36.5m)
10/11/2006 18:00,11.8,225.6,4.2,-2.9,37.603,29.31,0,0,0.221,270,0.267,283.41,0.295,288.19,0.302,289.93,0.297,285.63,0.264,281.35,0.299,293.65,0.266,283.93,0.285,288.43,0.325,289.77,0.313,290,0.292,292.35,0.311,291.29,0.319,292.3,0.322,294.97,0.326,296.57,0.325,304.47,-99,-99,-99,-99,-99,-99,-99,-99,0.61,301.19,-99,-99,-99,-99
10/11/2006 18:30,11.8,225.6,4.2,-2.9,37.58,29.3,0,0,0.189,273.03,0.27,293.53,0.298,295.02,0.255,295.36,0.275,296.38,0.27,295.24,0.259,291.31,0.284,296.29,0.3,301.36,0.323,304.53,0.3,300.93,0.305,294.8,0.321,295.29,0.355,300.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.56,295.6,-99,-99,-99,-99
10/11/2006 19:00,11.8,225.7,4.3,-2.9,37.588,28.72,0,0,0.214,309.7,0.171,299.87,0.153,293.54,0.217,295.03,0.204,309.63,0.228,301.53,0.264,298.51,0.231,302.24,0.232,291.8,0.225,301.92,0.268,312.73,0.271,305.86,0.316,306.51,0.294,310.58,0.293,318.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.47,332.24,-99,-99,-99,-99
10/11/2006 19:30,11.8,225.6,4.3,-2.9,37.572,28.57,0,0,0.231,312.19,0.177,302.79,0.126,302.05,0.15,299.13,0.154,299.05,0.215,292.99,0.195,288.25,0.223,288.6,0.19,299.93,0.208,304.61,0.199,300.57,0.178,297.71,0.212,300.31,0.151,302.01,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.269,28.37,-99,-99,-99,-99
10/11/2006 20:00,11.8,225.7,4.2,-2.9,37.551,28.62,0,0,0.169,315.72,0.219,312.22,0.15,301.88,0.165,295.79,0.152,297.92,0.181,287.03,0.206,300.06,0.203,308.79,0.195,302.88,0.193,307.64,0.197,319.75,0.18,313.65,0.166,300.73,0.144,310.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.198,348.07,-99,-99,-99,-99
10/11/2006 20:30,11.8,225.7,4.3,-2.9,37.551,28.39,0,0,0.158,314.74,0.167,334.51,0.141,325.41,0.155,313.17,0.136,297.5,0.126,297.38,0.179,310.01,0.185,316.54,0.19,316.28,0.174,317.33,0.154,306.27,0.151,319.03,0.115,327.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.294,91.56,-99,-99,-99,-99
10/11/2006 21:00,11.8,225.6,4.2,-2.9,37.538,28.22,0,0,0.138,331.03,0.189,330.59,0.157,331.97,0.105,322.36,0.125,298.61,0.146,295.16,0.144,296.03,0.139,303.23,0.127,323.31,0.065,340.17,0.078,330.16,0.085,320.28,0.023,295.46,0.061,290.22,0.076,314.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.284,81.1,-99,-99,-99,-99
10/11/2006 21:30,11.8,225.6,4.2,-2.9,37.511,28.38,0,0,0.213,321.3,0.182,341.37,0.146,342.43,0.077,302.87,0.104,301.25,0.113,312.14,0.115,297.46,0.126,308.23,0.071,290.75,0.101,314.6,0.105,304.14,0.081,299.74,0.095,324.46,0.098,331.86,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.456,133.58,-99,-99,-99,-99
10/11/2006 22:00,11.8,225.7,4.2,-2.9,37.491,28.7,0,0,0.187,313.49,0.176,319.61,0.162,327.58,0.151,345.78,0.111,311.33,0.143,270,0.155,268.15,0.171,278.08,0.13,287.04,0.099,294.49,0.143,305.35,0.098,310.86,0.082,310.07,0.089,296.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.349,137.67,-99,-99,-99,-99
10/11/2006 22:30,11.8,225.7,4.2,-2.9,37.483,28.88,0,0,0.047,315.86,0.081,315,0.152,277.17,0.174,253.96,0.173,276.63,0.152,273.39,0.168,275.13,0.164,270.35,0.135,285.89,0.128,294.37,0.13,284.68,0.119,278.2,0.127,274.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.407,164.02,-99,-99,-99,-99
10/11/2006 23:00,11.8,225.6,4.2,-2.9,37.476,29.02,0,0,0.096,325.15,0.139,323.21,0.154,348.76,0.137,342.1,0.141,321.34,0.162,269.65,0.187,255.44,0.201,264.29,0.185,257.17,0.195,266.77,0.182,273.77,0.17,274.74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.358,171.96,-99,-99,-99,-99
