DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.5m),Dir#1(1.5m),Speed#2(2.5m),Dir#2(2.5m),Speed#3(3.5m),Dir#3(3.5m),Speed#4(4.5m),Dir#4(4.5m),Speed#5(5.5m),Dir#5(5.5m),Speed#6(6.5m),Dir#6(6.5m),Speed#7(7.5m),Dir#7(7.5m),Speed#8(8.5m),Dir#8(8.5m),Speed#9(9.5m),Dir#9(9.5m),Speed#10(10.5m),Dir#10(10.5m),Speed#11(11.5m),Dir#11(11.5m),Speed#12(12.5m),Dir#12(12.5m),Speed#13(13.5m),Dir#13(13.5m),Speed#14(14.5m),Dir#14(14.5m),Speed#15(15.5m),Dir#15(15.5m),Speed#16(16.5m),Dir#16(16.5m),Speed#17(17.5m),Dir#17(17.5m),Speed#18(18.5m),Dir#18(18.5m),Speed#19(19.5m),Dir#19(19.5m),Speed#20(20.5m),Dir#20(20.5m),Speed#21(21.5m),Dir#21(21.5m),Speed#22(22.5m),Dir#22(22.5m),Speed#23(23.5m),Dir#23(23.5m),Speed#24(24.5m),Dir#24(24.5m),Speed#25(25.5m),Dir#25(25.5m),Speed#26(26.5m),Dir#26(26.5m),Speed#27(27.5m),Dir#27(27.5m),Speed#28(28.5m),Dir#28(28.5m),Speed#29(29.5m),Dir#29(29.5m),Speed#30(30.5m),Dir#30(30.5m),Speed#31(31.5m),Dir#31(31.5m),Speed#32(32.5m),Dir#32(32.5m),Speed#33(33.5m),Dir#33(33.5m),Speed#34(34.5m),Dir#34(34.5m),Speed#35(35.5m),Dir#35(35.5m),Speed#36(36.5m),Dir#36(36.5m),Speed#37(37.5m),Dir#37(37.5m),Speed#38(38.5m),Dir#38(38.5m),Speed#39(39.5m),Dir#39(39.5m),Speed#40(40.5m),Dir#40(40.5m)
2/17/2012 18:00,11.9,128.1,-15.7,19.4,44.504,27.34,0,0,0.018,308.16,0.088,292.77,0.117,319.5,0.125,307.51,0.064,311.86,0.066,307.57,0.048,290.7,0.1,321.52,0.124,343.17,0.136,345.96,0.082,341.57,0.111,358.45,0.117,327.53,0.124,339.66,0.166,315.24,-99,-99,0.117,308.05,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/17/2012 19:00,11.9,128.2,-15.7,19.4,44.481,26.24,0,0,0.068,253.71,0.053,210.41,0.039,301.22,0.045,337.96,0.025,41.82,0.063,79.05,0.084,66.18,0.067,39.59,0.045,23.7,0.018,73.61,0.029,356.05,0.061,73.93,0.073,15.95,0.094,32.01,0.158,20.73,0.158,59.22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/17/2012 20:00,11.9,128.2,-15.7,19.5,44.465,26.22,0,0,0.082,199.98,0.09,216.87,0.062,1.85,0.048,352.87,0.075,321.46,0.066,255.12,0.031,178.15,0.021,31.43,0.031,200.77,0.035,320.83,0.044,43.15,0.075,34.11,0.065,286.19,-99,-99,-99,-99,-99,-99,-99,-99,0.063,101.84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/17/2012 21:00,11.9,128.2,-15.7,19.4,44.45,26.16,0,0,0.09,216.87,0.116,162.97,0.103,186.71,0.048,145.98,0.053,127.3,0.028,111.04,0.03,254.58,0.061,247.67,0.086,190.01,0.084,173.88,0.091,171.78,0.152,164.31,0.108,143.66,0.101,155.98,0.134,149.04,0.05,180,0.055,133.53,0.179,136.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/17/2012 22:00,11.9,128.3,-15.7,19.4,44.45,26.16,0,0,0.139,205.64,0.169,175.24,0.104,153.19,0.108,166.61,0.091,163.36,0.071,156.7,0.086,157.33,0.076,159.89,0.088,147.03,0.095,138.42,0.118,125.03,0.09,150.02,0.129,163.81,0.119,142.17,0.128,153.03,0.121,149.85,0.031,202.48,0.071,164.39,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/17/2012 23:00,11.9,128.2,-15.7,19.4,44.435,26.15,0,0,0.315,191.17,0.247,176.76,0.18,180.95,0.145,175.66,0.125,191.04,0.125,178.63,0.108,170.97,0.109,164.56,0.115,162.35,0.097,171.12,0.091,190.81,0.093,179.38,0.108,194.42,0.078,165.07,0.075,142.06,0.061,164.83,0.055,160.91,0.066,144.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/18/2012 0:00,11.9,128.3,-15.7,19.4,44.422,26.16,0,0,0.211,190.67,0.175,199.68,0.152,200.82,0.12,196.01,0.153,195.12,0.149,187.32,0.134,193.83,0.093,181.85,0.114,185.56,0.105,165.7,0.1,171.95,0.114,185.56,0.083,171.67,0.082,164.44,0.097,156.88,0.116,188.41,0.132,205.98,0.046,190.08,0.094,154.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/18/2012 1:00,11.9,128.4,-15.7,19.4,44.421,26.19,0,0,0.12,204.64,0.09,205.71,0.119,194.62,0.078,182.2,0.11,175.32,0.135,183.39,0.15,148.32,0.151,148.52,0.113,161.89,0.182,159.78,0.155,179.63,0.095,206.83,0.111,147.89,0.059,172.15,0.086,235.39,0.068,211.11,0.071,171.87,0.048,274.76,0.064,193.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/18/2012 2:00,11.9,128.4,-15.7,19.4,44.411,26.21,0,0,0.159,179.64,0.141,164.39,0.076,214.32,0.071,175.17,0.116,152.77,0.142,139.57,0.197,169.77,0.19,175.16,0.2,155.1,0.18,152.15,0.178,161.36,0.164,166.64,0.119,175.2,0.11,154.6,0.126,142.4,0.085,216.87,0.073,185.48,0.036,125.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2/18/2012 3:00,11.9,128.2,-15.7,19.4,44.418,26.2,0,0,0.12,125.54,0.066,92.6,0.037,9.21,0.052,77.83,0.021,43.03,0.045,75.96,0.043,21.8,0.033,49.97,0.068,124.85,0.105,133.85,0.163,121.93,0.187,151.51,0.188,151.12,0.091,163.36,0.098,155.8,0.057,195.26,0.066,169.54,0.03,189.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
